run_id,transmissionProbability,meanTimeToRecover,meanImmunityDuration
37,1.0396377250988673,0.6172951930532944,0.5922010822111909
38,1.2951415447304795,0.7411594206182783,0.25196666366972037
39,1.366753636410996,0.7465007840315778,0.5952139079491505
40,1.1319967136184468,0.3446907873195165,0.41452169698670616
41,1.4042434303960012,0.38055153589804486,0.46645447019586306
42,1.389516131358831,0.6526168570369766,0.22609713597982034
43,1.146733932316378,0.33623935853730375,0.332970515502968
44,1.2924636624344437,0.6007412421310196,0.25050044680409156
45,1.4316699130886827,0.3733697780805825,0.5023861494419195
46,0.9686646032203307,0.307346713931641,0.3604482171584889
47,1.0935532672672736,0.6988315319328389,0.5099556483222959
48,1.4829726804602947,0.7289863743052469,0.45218893143821665
49,1.022768221019586,0.3425892351840934,0.4730840942067307
50,1.200131721479654,0.5727649542162325,0.3914662141737614
51,1.0836849839587324,0.7139641732164539,0.3959588864226441
52,1.1246841157340988,0.679052350568417,0.5966151870750263
53,0.9136286662247453,0.41550370010927273,0.5715253074654232
54,1.3860753891147817,0.6223949372541207,0.5704826817776694
55,1.2945279973552126,0.3862500827989115,0.5904716660782018
56,0.8056654323944438,0.3076417972348184,0.5720247739641035
57,0.8694125574652367,0.5296187513112719,0.484051014605018
58,1.3348839775296468,0.37757259115790415,0.24130332547857072
59,1.0580213141829753,0.35688934434152036,0.27312996276668733
60,1.3948776205240283,0.4417025057084824,0.4795008757770954
61,1.3524874886095741,0.5822119560456016,0.5112579313096741
62,1.4862650302361957,0.5460825565168712,0.5828823783679977
63,0.9660455311141152,0.41758764339596344,0.3859723742610395
64,1.2039968029293313,0.642627343854525,0.5790947163848297
65,1.4683922816668318,0.3663387153624348,0.26499078423958394
66,1.1677780822586763,0.669114687757193,0.5271470966319144
67,1.2471148712206919,0.364663693302924,0.21159542816772264
68,1.1930445355795762,0.6269028517785826,0.5382139102879497
69,1.0792016880315476,0.42864372362082653,0.5028692847255538
70,0.9435600628473022,0.6105186651698427,0.275500465591608
71,0.8922135177667543,0.4514765214922675,0.5357769380413737
72,1.1380329402663005,0.7748713402192778,0.25510762289952954
73,1.4187068990628875,0.6432750479802245,0.39678613121061534
74,1.1555371224669901,0.3258215354789932,0.29368881718547224
75,1.3448425407340294,0.7526242869070214,0.20557731904129017
76,1.3721664510060485,0.49483110890681786,0.3934315399810835
77,1.4048008748323233,0.7116602984851506,0.357968118514725
78,1.142676737993078,0.7015244369333912,0.3612529646883996
79,1.329457823826382,0.4994860672556545,0.5971266581359658
80,1.1033876346950406,0.6228104795765567,0.5151652073144002
81,1.164193579031162,0.42737564250718113,0.4763783735138712
82,1.3838301650930935,0.368399432935818,0.40232964300370055
83,1.3629244530719102,0.4382440965831605,0.41258748256666444
84,0.8317706228015518,0.4053671575467466,0.3219512015433748
85,1.3461083910068188,0.7718392021542442,0.4938313084482017
86,1.1495457022495066,0.38425534692989466,0.22729218075201635
87,0.9055945123796059,0.6476845640849747,0.5578655933752639
88,0.8382290429424906,0.5360708451835534,0.34414763799978715
89,0.8568966702617768,0.7108478617198233,0.4591704090582666
90,0.8384882548979288,0.3539958815185314,0.3338473183281317
91,1.497227810236092,0.41779189982508924,0.44876996690402493
92,1.0332096867874556,0.6357049680748981,0.29835673532521867
93,1.0600093492269986,0.7336084612116229,0.5410991906452799
94,1.4664273518066553,0.7703885576294853,0.2269868319148457
95,1.2630110847944511,0.7797872345280136,0.3133459213771873
96,1.4787743314467652,0.7969562446125358,0.2954785147756378
97,0.817046382707288,0.5483933775769028,0.4315251036124303
98,1.0115432157172137,0.5263083633219285,0.3513297141998695
99,1.114438669506803,0.7035215047238836,0.3060498704080362
100,0.9660294470547651,0.3305837780755771,0.45961478426280084
101,1.1302494984589089,0.3918548988496924,0.2361629941486323
102,1.2680990067571405,0.6675231461778213,0.2343340683616275
103,0.894270498390276,0.6803019007036095,0.4176448862312604
104,1.3088048833900126,0.709960588299963,0.553304328711373
105,0.918866140410007,0.443839687042339,0.38161214303984503
106,1.016725660752134,0.7566630161059856,0.5144626960373329
107,1.4218783388671852,0.7240998855831959,0.3203705922363403
108,1.032151946792329,0.6826951026283062,0.2166933345183483
109,1.2500774897983788,0.4589117356493927,0.27393221072292817
110,1.360242128504555,0.6333518049121303,0.37171022973618506
111,1.4672896117641878,0.3629737677942237,0.37911195868272196
112,1.2527532539664783,0.6347926418057535,0.273713201778252
113,0.8271706610251321,0.7558109174554775,0.5789408122072566
114,1.020033484130456,0.32276869000789177,0.297658749600873
115,1.198737339008425,0.6878131198776132,0.48776994706357946
116,1.0387566507868,0.6121946071724012,0.4705130749819108
117,0.9686072816756295,0.49010332649443317,0.48592750736177054
118,1.348091809389973,0.3157786784772749,0.5174759694668029
119,1.299825140662068,0.4399921893071115,0.5466253324717432
120,1.1677799915029738,0.43056031688468255,0.3131882961364447
121,1.432689423833903,0.5344364082857442,0.3789460703276253
122,1.452884564525457,0.7920550341051652,0.3571001676618017
123,1.237681254901342,0.40406514022315854,0.44253432802903925
124,0.9003288172604845,0.3777116880322132,0.44091010870958075
125,1.2605692842560163,0.3368407127856133,0.4861719964918877
126,1.4318584489350696,0.7826785186702209,0.34862586740218227
127,1.1074833671817725,0.6050045431021043,0.4715800453967675
128,0.8423922335536601,0.6093024883514486,0.2360833989129294
129,1.4388440791750274,0.5542720123219744,0.5475246295621121
130,1.180312594329953,0.7926930821125935,0.4928883228793669
131,1.433327614828519,0.45024390661787256,0.33287250383072436
132,1.1644349103906726,0.7283664461980721,0.5853265904464742
133,1.3510461641409808,0.5823190186670384,0.420578996357757
134,1.3157493728621041,0.5132849724266877,0.4339803521585649
135,1.3737640888605616,0.6238929651771781,0.24516319760820082
136,1.0279114337781639,0.48805483003559325,0.4051675836722862
137,0.8806325543259348,0.6125185784919613,0.41127474521431273
138,0.9007594513183536,0.30148581127648943,0.2566465136662514
139,1.3978032369373374,0.5766437354172294,0.5156274064922468
140,0.8013403841942207,0.5386405389896882,0.5685839048999163
141,1.2901012156379679,0.6070711917317443,0.20808837078512088
142,1.0803982733869357,0.4831094300154671,0.2829520140740565
143,0.9345611964298837,0.5714399535551573,0.2527481968420987
144,0.992092710629866,0.7452054124652114,0.48308446165372876
145,1.4038809494547324,0.31597945595679455,0.5232087630150211
146,0.9079580902998902,0.4719806177937631,0.5155518453091734
147,1.2305133570679527,0.6777332046091087,0.556725531700014
148,1.4692904084133267,0.39944903752523137,0.534198794564914
149,0.9762189654426467,0.5509045349558968,0.3858610781476778
150,1.076974223027047,0.6481525071673528,0.5767859208257159
151,1.0503047050832541,0.5728246768472578,0.49991887061459744
152,1.2172416402057156,0.6926708634111722,0.58642572610547
153,1.0157647317122047,0.48538364817062296,0.4430895731772686
154,0.911221724414909,0.5041532911523932,0.41915706645352047
155,1.2968152912399773,0.6119844952815108,0.22186149493629995
156,1.3311676520065796,0.6179869699950319,0.20051173614518158
157,1.4252123956638822,0.7978358193942463,0.3266490054433525
158,1.4809108821519559,0.6755842586899248,0.34039062863964137
159,1.0871988439894233,0.755965327711978,0.37449196015143577
160,1.2495682327596136,0.433188738832083,0.4198090048481611
161,1.4756804203634308,0.47914259637823026,0.3346121564739442
162,1.2355223258851287,0.4308240490090787,0.5536516741042601
163,1.3227034036549676,0.77940696640206,0.4891021474243518
164,1.2215877153662074,0.4131951189971514,0.353169222071556
165,1.0020747122652587,0.4854225680308247,0.26284309703913755
166,1.1749212520013377,0.6420556012895433,0.5946454402329002
167,1.3595774179855944,0.6978581958379017,0.5550126150785644
168,1.0788446031496661,0.6036468694896595,0.5033662625316322
169,0.9632137419275272,0.5112977908598991,0.25827821281420027
170,1.385750956503255,0.6532310505026286,0.4090840041085265
171,0.8729528200950831,0.7314817971705172,0.3833405743206526
172,1.1374928700206353,0.4419220313695494,0.5655714728426479
173,1.4024717618343439,0.7449889734447346,0.5850857281335871
174,1.0255185780309641,0.7401042934915847,0.36827091514361143
175,1.4855111867691353,0.48691704708836087,0.5435235649650494
176,0.849821145214755,0.48020728120535994,0.3216709847542004
177,0.927587199961966,0.47345352004130076,0.31866188969794723
178,1.4671594512000654,0.38004004372541667,0.5241179656968402
179,1.412888730709466,0.5308278688944186,0.3836894360585138
180,1.412620381520835,0.6497207740369286,0.2601366900614951
181,1.3607926825772407,0.7330828599027048,0.31922704394354795
182,1.0452711465911495,0.7446324045726151,0.22216688698282738
183,1.345630716113777,0.662994737644959,0.4371529839366363
184,0.8361953069263743,0.518101798567352,0.40664117166540387
185,1.4130319849846933,0.34116762031922315,0.21533102970742526
186,1.4954125854169042,0.5032334553244326,0.48502227398812975
187,1.4098283108802343,0.4548498579892888,0.2229250700165616
188,1.2233985541699286,0.7492659746575889,0.5272994233400673
189,1.162662231553227,0.7740805204270111,0.5680401262150044
190,0.8056863266162022,0.304062148758486,0.3743830374535414
191,1.397619216333875,0.5941908533907186,0.37463345753485655
192,0.9839098976049014,0.6861176933891887,0.30011806378541844
193,1.4512568735594806,0.752316519523919,0.36017086127804576
194,1.3821549034988863,0.7820467807978808,0.43555686732902454
195,1.221041373447565,0.39959929387819426,0.4513591609216735
196,1.031737702830889,0.7317011554331555,0.43562096878694273
197,0.8662194945737834,0.4652810046466052,0.5221281409405956
198,0.827491276505957,0.5312867413874773,0.2895330111829181
199,0.8471992810219234,0.5955049868861353,0.41114005477622356
